,Number_Episode,Dates,Detectives,Title,Place,Links,Ratings,Ratingcounts,TV_stations,Amount_actors,Story,Director,Script,Camera,Story_words_amount,Story_len,Amount_Director,Amount_Script,Amount_Camera,Viewers_absolute,Viewers_%,Ranking,Ranking_after_1990,Ranking_city,Ranking_city_after_1990,Actors,Year,Month,Day,Ratings_simple
456,646,2006-12-11,Thiel/Boerne,Das zweite Gesicht,Münster,https://www.tatort-blog.de/folgen/tatort-muenster/das-zweite-gesicht/,3.5,553.0,WDR,13,"Die bekannte Hellseherin Roswitha Brehm wurde ermordet. Es sollte alles wie ein Unfall aussehen, doch Rechtsmediziner Professor Karl-Friedrich Boerne kommt dem Täter auf die Schliche. Zudem hatte das Opfer noch wenige Stunden vor der Tat verzweifelt versucht, Kontakt mit Kommissar Thiel aufzunehmen. Wollte sie der Polizei wieder einmal die Aufklärung eines Verbrechens melden, das sie per Pendel gelöst hatte? Kommissar Thiel ist skeptisch. Doch nun starb die Hellseherin ausgerechnet in der geheimnisvollen Villa, die in Münster bereits für große Schlagzeilen sorgte.  Vor Jahren wurde hier fast die komplette Familie Steinhagen erschossen. Der Fall ist bislang nicht aufgeklärt worden und die Leichen wurden nie gefunden. Nur die Adoptivtochter Franziska überlebte das Blutbad. Gibt es eine Verbindung zwischen dem Mord an der Familie Steinhagen und dem Tod der Hellseherin?  ",Tim Trageser,"Matthias Seelig, Claudia Falk",Eckhard Jansen ,129,880,1,2,1,7.84,20.7,891.0,689.0,34.0,34.0,"['Jan Josef Liefers', 'Axel Prahl', 'Gudrun Ritter', 'Hans-Jochen Wagner', 'Lavinia Wilson', 'ChrisTine Urspruch', 'Sebastian Kröhnert', 'Mechthild Großmann', 'Paul Faßnacht', 'Alexander Hörbe', 'Markus John', 'Friederike Kempter', 'Claus D. Clausnitzer', nan, nan, nan, nan, nan, nan, nan]",2006,12,11,35
457,645,2006-05-11,Ballauf/Schenk,Liebe am Nachmittag,Köln,https://www.tatort-blog.de/folgen/tatort-koeln/liebe-am-nachmittag/,3.1,122.0,WDR,12,"Jost Brüggmann und seine Frau Lene hatten Streit. Nur wenig später wird der 50-jährige erschossen am Rheinufer aufgefunden. Der Fall scheint klar zu sein: Bei der Vernehmung durch die beiden Kölner Hauptkommissare Max Ballauf und Freddy Schenk verstrickt sich die Witwe schnell in Widersprüche. Auch ihre Freundin Michelle Vandenberg weiß offensichtlich mehr, als sie der Polizei sagen will. Alles deutet darauf hin, dass Lene Brüggmann eine Affäre mit dem Automechaniker Ahmet Turgut hat, der in der Oldtimer-Werkstatt der Vandenbergs arbeitet. Ist auch er in den Mordfall verstickt? Während der Tatzeit war er angeblich mit seinem Kollegen Kalle verabredet. Doch Zweifel bleiben. Eine andere Spur führt die Kommissare zu der jungen Türkin Fatma Akinci. Auch sie ist heimlich mit Ahmed Turgut befreundet. Doch davon darf ihr strenger Vater nichts erfahren. Wie passt all das zusammen? Bei der Prüfung von Lena Brüggmanns Konten drängt sich den Kommissaren ein Verdacht auf: Hat sie den jungen attraktiven Mann für seine Liebe bezahlt? Nur langsam gelingt es den Kommissaren die Geheimnisse zu lüften, die von enttäuschter Liebe und missbrauchtem Vertrauen zeugen...  ",Manuel Flurin Hendry,Norbert Ehry,Peter Przybylski ,178,1168,1,1,1,8.56,22.1,768.0,566.0,69.0,62.0,"['Dietmar Bär', 'Klaus J. Behrendt', 'Meral Perin', 'Angela Roy', 'Bernhard Schütz', 'Ronald Zehrfeld', 'Tessa Mittelstaedt', 'Jeanette Hain', 'Joe Bausch', 'Erhan Emre', 'Pegah Ferydoni', 'Adnan Maral', nan, nan, nan, nan, nan, nan, nan, nan]",2006,05,11,31
458,644,2006-10-29,Dellwo/Sänger,Das letzte Rennen,Frankfurt,https://www.tatort-blog.de/folgen/tatort-frankfurt/das-letzte-rennen/,3.3,455.0,HR,12,"Kommissar Fritz Dellwo will sich einen Traum erfüllen und am Messe-Frankfurt-Marathon teilnehmen. Um die Strecke in unter vier Stunden zu schaffen hat er sich einer Laufgruppe unter Anleitung des erfahrenen Trainers Henry Danquardt angeschlossen. Doch in der Nacht vor dem Großereignis, nach der traditionellen Festhallen-Nudelparty, wird Dellwo ins Präsidium gerufen. Der Schwerverbrecher Petar Gricic, den er einst ins Gefängnis gebracht hat, ist aus der Haft entkommen. Dellwo ignoriert die Warnungen seiner Kollegen und besteht darauf, am nächsten Morgen an der Startlinie zu stehen. Und dann passiert während des Starts die Katastrophe: Ein junger Läufer wird von einer Gewehrkugel niedergestreckt und erliegt wenig später seinen Verletzungen. Dellwo's Kollegin Charlotte Sänger findet heraus, dass der Heckenschütze von einem Kirchturm aus geschossen hat und es eigentlich auf Dellwo abgesehen hatte, der in der Nähe des Opfers gestartet war. Fieberhaft wird jetzt nach dem Ausbrecher Gricic gesucht, der Dellwo einst ewige Rache geschworen hat...  ",Edward Berger,"Judith Angerbauer, Lars Kraume",Dominik Schunk ,152,1055,1,2,1,7.3,20.1,916.0,714.0,60.0,42.0,"['Andrea Sawatzki', 'Jörg Schüttauf', 'Laura Tonke', 'David Scheller', 'Chrissy Schulz', 'Fritz Roth', 'Thomas Balou Martin', 'Matthias Brandt', 'Sascha Göpel', 'Karl Kranzkowski', 'Peter Lerchbaumer', 'Kirsten Block', nan, nan, nan, nan, nan, nan, nan, nan]",2006,10,29,33
459,643,2006-10-15,Kappl/Deininger,Aus der Traum...,Saarbrücken,https://www.tatort-blog.de/folgen/tatort-saarbruecken/aus-der-traum/,3.4,249.0,SR,16,"Ein heimtückischer Mord trifft Oberkommissar Stefan Deininger bis ins Mark, denn es handelt sich um seine hübsche Kollegin, die Polizeibeamtin Kathie, die am Tatort schrecklich zugerichtet vor ihm liegt. Die Lösung des Falles stellt das Saarbrücker Team mit seinem neuen Chef vor die erste große Bewährungsprobe, von deren Bestehen es abhängt, ob der Bayer Franz Kappl im Saarland sich wirklich durchsetzen kann. Zusätzlich stellt sich die Frage, ob der Neue mit dem Rest der Dienststelle - dem ewigen Zweiten Deininger, der Teilzeitsekretärin Gerda Braun und dem Kollegen von der Spurensicherung Horst Jordan - auskommt. Denn schon bei seiner Ankunft hat es Franz Kappl nicht leicht: Er platzt mitten rein in die Geburtstagsfeier: Stefan Deininger wird 38, und jeder in der Dienststelle geht davon aus, dass er der neue Chef sein wird...  ",Rolf Schübel,"Leonie-Claire Breinersdorfer, Fred Breinersdorfer",Christopher Rowe ,133,840,1,2,1,6.76,18.2,1019.0,817.0,35.0,28.0,"['Gregor Weber', 'Maximilian Brückner', 'Lena Stolze', 'Schorsch Seitz', 'Hartmut Volle', 'Urs Fabian Winiger', 'Lale Yavas', 'Andreas Schmidt', 'Hans-Georg Körbel', 'Alice Hoffmann', 'Vaile Fuchs', 'Phillipe Jacq', 'Burghart Klaußner', 'Ingrid Braun', 'Marc-Philipp Kochendörfer', 'Lea Linster', nan, nan, nan, nan]",2006,10,15,34
460,642,2006-08-10,Odenthal/Kopper,Nachtwanderer,Ludwigshafen,https://www.tatort-blog.de/folgen/tatort-ludwigshafen/nachtwanderer/,3.1,118.0,SWR,8,"Mitten in der Nacht wird in einem Wald ein Sprengstoffanschlag auf einen Mobilfunksendemast verübt. Außer einem Mann, der scheinbar zufällig zur falschen Zeit am falschen Ort war, wurde niemand verletzt. Hauptkommissarin Lena Odenthal und ihr Kollege Mario Kopper nehmen die Ermittlungen auf. Der Hauptverdächtige, Georg Schwaab, ist ehemaliger Sprengmeister und Handyhasser aus direkter Nachbarschaft zum Funkmast. Er wandert in U-Haft, doch weder Schwaab noch seine beiden Kinder Mona und Andi sind bereit, mit der Polizei zu kooperieren. Das Opfer des Anschlags war Schuldirektor und Vorstand im Stadtrat und gab Mona Schwaab privat Musikunterricht. Kurz vor seinem Tod wurde er mit einer SMS, die von Monas Handy kam, zum Sendemast gelockt...  ",Johannes Grieser,Isolde Sammer,Simon Schmejkal ,112,748,1,1,1,6.95,19.7,956.0,754.0,58.0,58.0,"['Ulrike Folkerts', 'Andreas Hoppe', 'Karoline Schuch', 'Anke Sevenich', 'Jacob Matschenz', 'Karl Kranzkowski', 'Franz Dinda', 'Ulrike Groe', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2006,08,10,31
461,641,2006-01-10,Bienzle,Bienzle und der Tod im Weinberg,Stuttgart,https://www.tatort-blog.de/folgen/tatort-stuttgart/bienzle-und-der-tod-im-weinberg/,3.1,112.0,SWR,9,"Karl und Mike Dippon sind Brüder, wie sie unterschiedlicher nicht sein können. Während Karl das elterliche Weingut an den Stuttgarter Hängen mit Hingabe weiterpflegt, hat Mike sich entschieden, in die im Tal liegende Welt der Hightech-Industrie einzusteigen, einer Welt, in der er sich schnell ziemlich viele Feinde gemacht hat. Als er ausgerechnet beim Leichenschmaus seiner Mutter durch einen ungeklärten Sturz ums Leben kommt, findet Kommissar Bienzle schnell Menschen, die Mike gehasst haben oder von seinem Tod profitieren. Da ist zum Beispiel Ralf Schaufler, Chef eines kleinen aber feinen Zulieferbetriebs. Er wurde von Mike, der für die Auftragserteilung des großen Maschinenbaukonzerns WÜWAG verantwortlich ist, gnadenlos gedrückt, so dass seine Existenz gefährdet ist. Auch Mikes erbitterter Konkurrent innerhalb des Betriebs, Stefan Butz, ist verdächtig, war er doch am Tatort, was er zunächst verschwiegen hat. Oder ist es doch eine Familiengeschichte? Die Witwe von Mike, Nadja Jehle-Dippon, ist zumindest sehr am Testament ihrer verstorbenen Schwiegermutter interessiert... ",Jochen Nitsch,"Felix Huby, Dieter de Lazzer",Thomas Makosch ,154,1088,1,2,1,5.67,16.4,1047.0,845.0,66.0,48.0,"['Dietz-Werner Steck', 'Walter Schultheiß', 'Rüdiger Wandel', 'Heinrich Schmieder', 'Margarete Salbach', 'Korinna Beilharz', 'Christian Koerner', 'Rita Russek', 'Christof Arnold', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2006,01,10,31
462,640,2006-09-24,Lindholm,Pauline,Hannover,https://www.tatort-blog.de/folgen/tatort-hannover/pauline/,3.4,171.0,NDR,7,"Ein zwölfjähriges Mädchen wird tot aus einem Fluss geborgen. Am Abend zuvor hatte es in dem kleinen Dorf bei Jesteburg einen ausgelassenen Feuerwehrball gegeben. Das Mädchen, Pauline Kandis, ist offenbar ertrunken. Doch an der Leiche werden Verletzungen entdeckt, die Kommissarin Charlotte Lindholm in Richtung eines Gewaltverbrechens ermitteln lassen. Pauline lebte mit Vater, Opa und älterer Schwester auf einem abgewirtschafteten Bauernhof, um dessen Überleben die Familie kämpft. Um so mehr, seitdem die überforderte Mutter von Pauline den Hof verlassen hat. Das Dorf wehrt sich gegen die Vorstellung, dass einer von ihnen Schuld am Tod der kleinen Pauline sein könnte. Charlotte Lindholm kämpft gegen ihre eigenen Klischees und gegen die Erschütterung der Dorfpolizistin an. Sie muss die Trauer der Beteiligten stören, um zum Täter zu gelangen. Ein Dilemma, das die Kommissarin nur zu gut kennt. Doch wenn sie den Fall lösen will, muss sie auch Verdächtige verhören - und davon gibt es jede Menge: den Jungbauern vom Nachbarhof, in den Pauline heimlich verliebt war, den Patenonkel, der es nicht schafft, eine Beziehung zu einer Frau in seinem Alter aufzubauen, den gewalttätigen Nachbarn, der seine Frau schlägt und seinem Sohn kein Vorbild sein kann. Wirkliche Hilfe erhält Charlotte Lindholm nur vom Rechtsmediziner aus Lüneburg, der mit ihr aus der nötigen Distanz die Abläufe und die Beweislage beurteilt. Ein winziges Indiz führt Charlotte Lindholm schließlich zur Lösung  - und damit nicht nur zum Täter, sondern auch zu einem weiteren Opfer der Umstände...  ",Nikolaus Stein von Kamienski,Martina Mouchot,Wedigo von Schultzendorff ,240,1571,1,1,1,9.36,27.3,342.0,140.0,12.0,8.0,"['Maria Furtwängler', 'Ingo Naujoks', 'Martin Wuttke', 'Wotan Wilke Möhring', 'Corinna Harfouch', 'Johanna Gastdorf', 'Thomas Arnold', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2006,09,24,34
463,639,2006-10-09,Borowski,Mann über Bord,Kiel,https://www.tatort-blog.de/folgen/tatort-kiel/mann-ueber-bord/,3.4,187.0,NDR,6,"Hauptkommissar Klaus Borowski befindet sich gerade auf dem Heimweg vom Angelurlaub, als er an ungewohnter Stelle zu Hilfe gerufen wird: Mitten auf der Ostsee zwischen Schweden und Deutschland ist der Kapitän der Fähre plötzlich spurlos verschwunden. Borowski hatte Kapitän Venske noch kurz zuvor gesehen, als sich an der Bar mit seinem Ersten Offizier Björndahl gestritten hatte. Borowski lässt alle Passagiere der Fähre überprüfen und rekonstruiert die letzten Stunden des Kapitäns. Schon die erste Spur ist merkwürdig: Jemand hat die Lotsentür geöffnet - das Signal für eine Notlage. Hat sich Kapitän Venske freiwillig abgesetzt, war es Selbstmord, ein Unfall oder doch Mord? Auch das Gespräch mit Annemarie Venske, der Frau des Kapitäns in Kiel, hilft Borowski nicht weiter. Er beschließt, noch einmal mit der Fähre nach Schweden zu fahren, um die Mannschaft zu befragen. In Göteborg angekommen, wird er bereits von seiner schwedischen Kollegin, der Kommissarin Eveline Wallstöm, erwartet. Von ihr erfährt Borowski, dass der Erste Offizier Björndahl einen guten Grund gehabt hätte, den Kapitän aus dem Weg zu räumen... ",Lars Becker,Dorothee Schön,Martin Kukula ,170,1122,1,1,1,7.32,22.2,759.0,557.0,24.0,7.0,"['Axel Milberg', 'Ingar Sigvardsdotter', 'Catrin Striebeck', 'Thomas Kügel', 'Pete Haber', 'Maren Eggert', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2006,10,09,34
464,638,2006-08-27,Odenthal/Kopper,Der Lippenstiftmörder,Ludwigshafen,https://www.tatort-blog.de/folgen/tatort-ludwigshafen/der-lippenstiftmoerder/,3.4,159.0,SWR,17,"Sie sieht so aus, als würde das junge Mädchen nur warten. Doch die 16-jährige Nicole Schmehle, die auf dem Bahnhof der Kleinstadt Angerburg bei Ludwigshafen auf einer Bank sitzt, ist tot - ermordet. Hauptkommissarin Lena Odenthal und ihr Kollege Mario Kopper beginnen in Angerburg mit ihren Ermittlungen. Polizist Hinz, einer der Kollegen vor Ort, macht sie schnell mit den wichtigsten Informationen bekannt und das ist aus seiner Sicht vor allem eine: In Angerburg ist die forensische Klinik Engelsried angesiedelt, in deren Gewahrsam sich auch Triebtäter befinden. Dass man denen höchst unvernünftigerweise Freigang bewilligt, weiß doch jeder im Ort, und deshalb ist ganz klar, wo der Täter zu suchen ist. Tatsächlich gleicht die Art, in der Nickis Leiche arrangiert und vom Täter geschminkt wurde, der Vorgehensweise von Holly Eising, der in Engelsried wegen dreifachen Mädchenmordes einsitzt. Aber Hafturlaub für Holly käme überhaupt nicht in Frage, betont Professor Klammroth, Direktor der Klinik, der sich außerdem alle Mühe gibt, Lena Odenthal und Mario Kopper die strengen Sicherheitsvorkehrungen im geschlossenen Vollzug vor Augen zu führen. Holly Eising allerdings versucht, diese Anstrengungen zu konterkarieren, indem er Lena Odenthal gegenüber den Mord gesteht. Reine Provokation, meint Professor Klammroth, der Holly beträchtliche Intelligenz bei gleichzeitiger Nichttherapierbarkeit attestiert. Aber wenn Holly nicht aus der Klinik ausbrechen konnte, muss jemand gewusst und nachgeahmt haben, wie er seine Opfer arrangierte und ihnen nachträglich Lippenstift auftrug...  ",Andreas Senn,Christoph Darnstädt,Ralf Noack ,227,1586,1,1,1,7.65,22.4,746.0,544.0,42.0,42.0,"['Andreas Hoppe', 'Ulrike Folkerts', 'Rolf Kanies', 'Jens Neuhaus', 'Ole Puppe', 'Sybille Jacqueline Schedwill', 'Constantin von Jascheroff', 'Laura-Charlotte Syniawa', 'Annalena Schmidt', 'Max Gertsch', 'Kirsten Block', 'Joachim Berger', 'Dirk Borchardt', 'Achim Buch', 'Peter Espeloer', 'Anne Diemer', 'Hans-Jörg Assmann', nan, nan, nan]",2006,08,27,34
465,637,2006-08-20,Casstorff,Schattenspiele,Hamburg,https://www.tatort-blog.de/folgen/tatort-hamburg/schattenspiele/,3.3,99.0,NDR,5,"Nach der Flucht aus dem Gefängnis stirbt der angolanische Abschiebehäftling Jonathan Waputo vor dem Polizeipräsidium. Die Obduktion der Leiche ergibt eine Vergiftung mit Aconitin und so nehmen die Kommissare Jan Casstorff und Eduard Holicek die Ermittlungen. Holicek fühlt sich an den Tod des kenianischen Austauschstudenten Winston Miller erinnert, der sich vor 20 Jahren mit Holiceks Dienstwaffe erschossen hatte, nachdem er der Fahrerflucht mit Todesfolge angeklagt war. Und Jonathan Waputo sieht Winston Miller zum Verwechseln ähnlich. An den Folgen dieses von ihm verschuldeten Selbstmordes leidet Holicek bis heute. Umso mehr verbeißt er sich nun in den Fall. Obwohl alles gegen ihn spricht, hält er an seiner Meinung fest, dass der vergiftete Waputo in Wahrheit Winston Miller ist. Casstorff ist vom Verhalten seines Freundes zunächst nur irritiert. Er gerät aber zunehmend in einen Konflikt mit Staatsanwältin Wanda Wilhelmi, deren Toleranz Holiceks Eskapaden gegenüber schnell am Ende ist. Mehr oder weniger auf sich allein gestellt, geht Casstorff der Vergiftungsspur nach. Vom geschäftstüchtigen Gefängnisdirektor Lambertz erfährt er, dass alle Häftlinge vom Arzneimittelhersteller Greuner-Pharma unentgeltlich mit Vitaminpräparaten versorgt werden. Bei genauerem Hinsehen entpuppt sich das an die Häftlinge verteilte Vitamin-Präparat jedoch als ein noch nicht zugelassenes Antirheumatikum, das den Wirkstoff Aconitin enthält... ",Claudia Garde,"Christoph Silber, Thorsten Wettcke",Jochen Stäblein ,198,1440,1,2,1,6.67,20.5,898.0,696.0,64.0,43.0,"['Robert Atzorn', 'Thomas Sarbacher', 'Tilo Prückner', 'Ursula Karven', 'Jens-Peter Brose', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2006,08,20,33
466,636,2006-07-23,Blum/Perlmann,Gebrochene Herzen,Konstanz,https://www.tatort-blog.de/folgen/tatort-konstanz/gebrochene-herzen/,3.4,161.0,SWR,9,"Matthias Hecht sitzt wegen Vergewaltigung und Misshandlung der damals zehnjährigen Leonie König seit Jahren hinter Gittern. Seine Tat hat einen dunklen Schatten über dem Leben von Leonie und ihrer Mutter Katharina, aber auch über das Leben seiner eigenen Familie gelegt. Die Hechts betreiben im Dorf einen Friseursalon, dem die Kunden ausbleiben, obwohl Familie Hecht sich von Matthias losgesagt hat. Auch als Hechts Vater stirbt und er der Beerdigung beiwohnen darf, will ihn die Familie nicht sehen. Als Matthias Hecht am Grab des Vaters steht, wird auf ihn geschossen. Er wird lebensgefährlich verletzt, der ihn bewachende JVA-Beamte ist tot. Klara Blum und Kai Perlmann müssen sich mit der Geschichte der Dorftragödie und den Verwundungen der beiden Familien auseinander setzen. Wurde Hecht ausgerechnet in dem Augenblick verletzt, als er seine Taten bereute und ein neues Leben beginnen wollte? Seine freiwillige Betreuerin Maria Eichhorn ist davon überzeugt, dass Hecht ein Beispiel für eine gelungene Resozialisierung ist, und hat sich sogar mit ihm verlobt. Doch weder seine Schwester Christiane noch Katharina König wollen von Hechts innerer Wandlung etwas wissen. Hat eine von ihnen die Vollstreckung selbst in die Hand genommen?  ",Jürgen Bretzinger,Dorothee Schön,Christoph Feller ,188,1241,1,1,1,5.91,22.7,728.0,526.0,20.0,2.0,"['Sebastian Bezzel', 'Eva Mattes', 'Clemens Schick', 'Annette Uhlen', 'Bernhard Leute', 'Justine Hauer', 'Sandra Borgmann', 'Marita Breuer', 'Alice Dwyer', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2006,07,23,34
467,635,2006-02-07,Eisner,Tod aus Afrika,Wien,https://www.tatort-blog.de/folgen/tatort-wien/tod-aus-afrika/,2.8,89.0,ORF,12,"In den Tiroler Bergen wird ein schwarzafrikanischer Asylbewerber ermordet. Die Ermittlungen von Inspektor Pfurtscheller (Alexander Mitterer) und der örtlichen Dienststelle verlaufen im Sand. Mit dem vorgeschobenen Argument, es könnte sich um ein politisches Attentat handeln, gelingt es Pfurtscheller, beim Innenministerium seinen alten Bekannten, den Wiener Sonderermittler Moritz Eisner (Harald Kassnitzer), für den brisanten Fall anzufordern. Eisner quartiert sich im ehemaligen Gasthof von Frieda Jordan (Ruth Drexel) ein, der inzwischen als Asylantenwohnheim genutzt wird. Doch bei den dort untergebrachten Afrikanern, Tschetschenen und Kosovo-Albanern stößt er auf eine Mauer des Schweigens. Auch die alte Wirtin, ihre schwangere Tochter Ingrid (Carmen Gratl) und ihr windiger Schwiegersohn Klaus (Andreas Patton) wollen keine Ahnung haben, wer oder was hinter dem brutalen Mord stecken könnte. Unterstützt vom afrikanischen Dolmetscher Farah (Nicholas Monu) beginnt Eisner mit seinen Recherchen. Unerwartet ist auch seine halbwüchsige Tochter Claudia (Sarah Tkotsch) aufgetaucht. Sie verspricht sich an der Seite des Vaters spannendere Ferien als bei ihrer Mutter in Hamburg. Und so soll es auch kommen, denn Claudia kann einige wesentliche Beobachtungen für die Nachforschungen ihres Vaters beitragen. Rasch bemerkt Moritz Eisner, dass die schwarzafrikanischen Insassen des Heims offenbar in großer Angst leben. Doch sie trauen auch nicht der Polizei. Erst als ein zweiter Mord geschieht, dem der Junge Tambour (Franky Attakpah) zum Opfer fällt, den Frieda Jordan sehr lieb gewonnen hatte, wird das Schweigen gebrochen?  ",Andreas Prochaska,Felix Mitterer,David Slama ,225,1629,1,1,1,5.11,18.4,1011.0,809.0,65.0,48.0,"['Harald Krassnitzer', 'Alexander Mitterer', 'Nicholas Monu', 'Andreas Patton', 'Sarah Tkotsch', 'Albert Kitzl', 'Florence Kasumba', 'Ruth Drexel', 'Carmen Gratl', 'Sheri Hagen', 'Aloysius Itoka', 'Franky Attakpah', nan, nan, nan, nan, nan, nan, nan, nan]",2006,02,07,28
